f_THz,mode,abs_G,kz,propagating,side,Re_S,Im_S,power
13.6,1,0,0.285034923,1,refl,-0.4656913851,0.4836644743,0.4507997899
13.624,1,0,0.2855379258,1,trans,0.5282103971,0.4705570948,0.5004302031
13.624,1,0,0.2855379258,1,refl,-0.4698295874,0.4835462626,0.4545568293
13.648,1,0,0.2860409286,1,trans,0.5239960894,0.4703693338,0.4958192119
13.648,1,0,0.2860409286,1,refl,-0.4740443622,0.4833810354,0.4583752827
13.672,1,0,0.2865439314,1,trans,0.5197020166,0.4701319256,0.4911142135
13.672,1,0,0.2865439314,1,refl,-0.478339155,0.4831658087,0.4622575459
13.696,1,0,0.2870469342,1,trans,0.5153244742,0.4698416135,0.4863104555
13.696,1,0,0.2870469342,1,refl,-0.4827176426,0.4828973184,0.4662061426
13.72,1,0,0.287549937,1,trans,0.5108595076,0.4694948266,0.4814028287
13.72,1,0,0.287549937,1,refl,-0.4871837487,0.4825719889,0.4702237295
13.744,1,0,0.2880529398,1,trans,0.5063028945,0.4690876431,0.4763858379
13.744,1,0,0.2880529398,1,refl,-0.4917416623,0.4821858963,0.474313101
13.768,1,0,0.2885559426,1,trans,0.5016501269,0.4686157493,0.4712535703
13.768,1,0,0.2885559426,1,refl,-0.4963958558,0.4817347272,0.4784771931
13.792,1,0,0.2890589454,1,trans,0.4968963906,0.4680743923,0.4659996597
13.792,1,0,0.2890589454,1,refl,-0.5011511052,0.4812137326,0.4827190867
13.816,1,0,0.2895619482,1,trans,0.4920365451,0.4674583274,0.4606172496
13.816,1,0,0.2895619482,1,refl,-0.5060125107,0.4806176746,0.4870420101
13.84,1,0,0.290064951,1,trans,0.4870651014,0.466761757,0.4550989508
13.84,1,0,0.290064951,1,refl,-0.5109855194,0.4799407656,0.4914493396
13.864,1,0,0.2905679538,1,trans,0.4819761989,0.4659782618,0.4494367967
13.864,1,0,0.2905679538,1,refl,-0.516075948,0.4791766002,0.4959445984
13.888,1,0,0.2910709566,1,trans,0.4767635818,0.4651007213,0.4436221939
13.888,1,0,0.2910709566,1,refl,-0.5212900069,0.4783180756,0.5005314528
13.912,1,0,0.2915739595,1,trans,0.4714205751,0.4641212238,0.437645869
13.912,1,0,0.2915739595,1,refl,-0.5266343248,0.4773573014,0.5052137052
13.936,1,0,0.2920769623,1,trans,0.4659400592,0.4630309618,0.4314978103
13.936,1,0,0.2920769623,1,refl,-0.5321159734,0.476285496,0.5099952829
13.96,1,0,0.2925799651,1,trans,0.4603144464,0.4618201122,0.4251672057
13.96,1,0,0.2925799651,1,refl,-0.5377424927,0.4750928668,0.5148802205
13.984,1,0,0.2930829679,1,trans,0.4545356574,0.4604776989,0.418642375
13.984,1,0,0.2930829679,1,refl,-0.5435219134,0.4737684725,0.5198726359
14.008,1,0,0.2935859707,1,trans,0.4485950998,0.4589914322,0.4119106984
14.008,1,0,0.2935859707,1,refl,-0.5494627797,0.4723000636,0.5249766964
14.032,1,0,0.2940889735,1,trans,0.4424836511,0.4573475248,0.4049585398
14.032,1,0,0.2940889735,1,refl,-0.5555741665,0.4706738981,0.5301965729
14.056,1,0,0.2945919763,1,trans,0.4361916457,0.4555304767,0.3977711671
