freq_THz,Re_S11,Im_S11,Re_S21,Im_S21
21.981280,-5.25377452e-02,1.71535377e-01,-9.39311052e-01,-2.83982833e-01
22.003760,-5.20899032e-02,1.71874682e-01,-9.40099840e-01,-2.81223996e-01
22.026240,-5.16405260e-02,1.72212854e-01,-9.40880501e-01,-2.78462932e-01
22.048720,-5.11896160e-02,1.72549888e-01,-9.41653028e-01,-2.75699665e-01
22.071200,-5.07371762e-02,1.72885777e-01,-9.42417415e-01,-2.72934219e-01
22.093680,-5.02832092e-02,1.73220515e-01,-9.43173655e-01,-2.70166619e-01
22.116160,-4.98277179e-02,1.73554096e-01,-9.43921743e-01,-2.67396887e-01
22.138640,-4.93707050e-02,1.73886514e-01,-9.44661672e-01,-2.64625050e-01
22.161120,-4.89121735e-02,1.74217763e-01,-9.45393436e-01,-2.61851130e-01
22.183600,-4.84521261e-02,1.74547836e-01,-9.46117028e-01,-2.59075151e-01
22.206080,-4.79905657e-02,1.74876729e-01,-9.46832444e-01,-2.56297138e-01
22.228560,-4.75274953e-02,1.75204434e-01,-9.47539677e-01,-2.53517115e-01
22.251040,-4.70629178e-02,1.75530946e-01,-9.48238721e-01,-2.50735106e-01
22.273520,-4.65968360e-02,1.75856258e-01,-9.48929570e-01,-2.47951136e-01
22.296000,-4.61292530e-02,1.76180366e-01,-9.49612219e-01,-2.45165228e-01
22.318480,-4.56601718e-02,1.76503261e-01,-9.50286663e-01,-2.42377407e-01
22.340960,-4.51895954e-02,1.76824940e-01,-9.50952894e-01,-2.39587696e-01
22.363440,-4.47175267e-02,1.77145395e-01,-9.51610910e-01,-2.36796121e-01
22.385920,-4.42439690e-02,1.77464620e-01,-9.52260702e-01,-2.34002706e-01
22.408400,-4.37689251e-02,1.77782611e-01,-9.52902267e-01,-2.31207474e-01
22.430880,-4.32923983e-02,1.78099360e-01,-9.53535600e-01,-2.28410450e-01
22.453360,-4.28143916e-02,1.78414862e-01,-9.54160694e-01,-2.25611659e-01
22.475840,-4.23349083e-02,1.78729110e-01,-9.54777545e-01,-2.22811125e-01
22.498320,-4.18539513e-02,1.79042100e-01,-9.55386147e-01,-2.20008872e-01
22.520800,-4.13715241e-02,1.79353824e-01,-9.55986496e-01,-2.17204924e-01
22.543280,-4.08876296e-02,1.79664277e-01,-9.56578588e-01,-2.14399306e-01
22.565760,-4.04022713e-02,1.79973453e-01,-9.57162416e-01,-2.11592043e-01
22.588240,-3.99154522e-02,1.80281346e-01,-9.57737976e-01,-2.08783158e-01
22.610720,-3.94271758e-02,1.80587951e-01,-9.58305264e-01,-2.05972676e-01
22.633200,-3.89374452e-02,1.80893261e-01,-9.58864275e-01,-2.03160623e-01
22.655680,-3.84462639e-02,1.81197270e-01,-9.59415004e-01,-2.00347021e-01
22.678160,-3.79536351e-02,1.81499973e-01,-9.59957447e-01,-1.97531895e-01
22.700640,-3.74595621e-02,1.81801363e-01,-9.60491599e-01,-1.94715271e-01
22.723120,-3.69640485e-02,1.82101435e-01,-9.61017457e-01,-1.91897172e-01
22.745600,-3.64670975e-02,1.82400183e-01,-9.61535015e-01,-1.89077624e-01
22.768080,-3.59687127e-02,1.82697601e-01,-9.62044270e-01,-1.86256650e-01
22.790560,-3.54688973e-02,1.82993684e-01,-9.62545218e-01,-1.83434275e-01
22.813040,-3.49676550e-02,1.83288425e-01,-9.63037854e-01,-1.80610524e-01
22.835520,-3.44649892e-02,1.83581818e-01,-9.63522174e-01,-1.77785421e-01
22.858000,-3.39609033e-02,1.83873858e-01,-9.63998175e-01,-1.74958991e-01
22.880480,-3.34554010e-02,1.84164539e-01,-9.64465853e-01,-1.72131258e-01
22.902960,-3.29484858e-02,1.84453856e-01,-9.64925204e-01,-1.69302248e-01
22.925440,-3.24401612e-02,1.84741801e-01,-9.65376224e-01,-1.66471984e-01
22.947920,-3.19304308e-02,1.85028371e-01,-9.65818910e-01,-1.63640491e-01
22.970400,-3.14192983e-02,1.85313558e-01,-9.66253258e-01,-1.60807795e-01
22.992880,-3.09067673e-02,1.85597357e-01,-9.66679265e-01,-1.57973919e-01
23.015360,-3.03928415e-02,1.85879763e-01,-9.67096927e-01,-1.55138888e-01
23.037840,-2.98775244e-02,1.86160769e-01,-9.67506241e-01,-1.52302727e-01
23.060320,-2.93608199e-02,1.86440370e-01,-9.67907203e-01,-1.49465461e-01
23.082800,-2.88427316e-02,1.86718561e-01,-9.68299811e-01,-1.46627114e-01
23.105280,-2.83232634e-02,1.86995334e-01,-9.68684061e-01,-1.43787711e-01
23.127760,-2.78024188e-02,1.87270686e-01,-9.69059951e-01,-1.40947277e-01
23.150240,-2.72802018e-02,1.87544610e-01,-9.69427477e-01,-1.38105836e-01
23.172720,-2.67566161e-02,1.87817100e-01,-9.69786637e-01,-1.35263413e-01
23.195200,-2.62316655e-02,1.88088150e-01,-9.70137427e-01,-1.32420034e-01
23.217680,-2.57053540e-02,1.88357756e-01,-9.70479845e-01,-1.29575722e-01
23.240160,-2.51776853e-02,1.88625912e-01,-9.70813889e-01,-1.26730502e-01
23.262640,-2.46486634e-02,1.88892611e-01,-9.71139555e-01,-1.23884400e-01
23.285120,-2.41182921e-02,1.89157848e-01,-9.71456841e-01,-1.21037440e-01
23.307600,-2.35865754e-02,1.89421618e-01,-9.71765745e-01,-1.18189646e-01
23.330080,-2.30535172e-02,1.89683915e-01,-9.72066265e-01,-1.15341044e-01
23.352560,-2.25191216e-02,1.89944733e-01,-9.72358397e-01,-1.12491659e-01
23.375040,-2.19833925e-02,1.90204067e-01,-9.72642140e-01,-1.09641514e-01
23.397520,-2.14463338e-02,1.90461911e-01,-9.72917492e-01,-1.06790636e-01
23.420000,-2.09079498e-02,1.90718259e-01,-9.73184450e-01,-1.03939049e-01
23.442480,-2.03682443e-02,1.90973107e-01,-9.73443012e-01,-1.01086777e-01
23.464960,-1.98272215e-02,1.91226449e-01,-9.73693178e-01,-9.82338454e-02
23.487440,-1.92848854e-02,1.91478278e-01,-9.73934944e-01,-9.53802795e-02
23.509920,-1.87412403e-02,1.91728590e-01,-9.74168308e-01,-9.25261037e-02
23.532400,-1.81962901e-02,1.91977379e-01,-9.74393270e-01,-8.96713430e-02
23.554880,-1.76500392e-02,1.92224639e-01,-9.74609828e-01,-8.68160222e-02
23.577360,-1.71024915e-02,1.92470365e-01,-9.74817979e-01,-8.39601663e-02
23.599840,-1.65536515e-02,1.92714552e-01,-9.75017723e-01,-8.11038000e-02
23.622320,-1.60035232e-02,1.92957194e-01,-9.75209058e-01,-7.82469482e-02
23.644800,-1.54521109e-02,1.93198285e-01,-9.75391983e-01,-7.53896359e-02
23.667280,-1.48994188e-02,1.93437821e-01,-9.75566496e-01,-7.25318879e-02
23.689760,-1.43454513e-02,1.93675795e-01,-9.75732597e-01,-6.96737292e-02
23.712240,-1.37902127e-02,1.93912203e-01,-9.75890283e-01,-6.68151846e-02
23.734720,-1.32337072e-02,1.94147038e-01,-9.76039554e-01,-6.39562789e-02
23.757200,-1.26759392e-02,1.94380296e-01,-9.76180410e-01,-6.10970373e-02
23.779680,-1.21169131e-02,1.94611971e-01,-9.76312849e-01,-5.82374844e-02
23.802160,-1.15566332e-02,1.94842058e-01,-9.76436870e-01,-5.53776454e-02
23.824640,-1.09951040e-02,1.95070552e-01,-9.76552472e-01,-5.25175450e-02
23.847120,-1.04323298e-02,1.95297446e-01,-9.76659655e-01,-4.96572082e-02
23.869600,-9.86831515e-03,1.95522736e-01,-9.76758419e-01,-4.67966599e-02
23.892080,-9.30306445e-03,1.95746416e-01,-9.76848762e-01,-4.39359251e-02
23.914560,-8.73658220e-03,1.95968482e-01,-9.76930685e-01,-4.10750287e-02
23.937040,-8.16887290e-03,1.96188927e-01,-9.77004186e-01,-3.82139955e-02
23.959520,-7.59994107e-03,1.96407747e-01,-9.77069266e-01,-3.53528506e-02
23.982000,-7.02979126e-03,1.96624936e-01,-9.77125925e-01,-3.24916189e-02
24.004480,-6.45842802e-03,1.96840489e-01,-9.77174161e-01,-2.96303253e-02
24.026960,-5.88585594e-03,1.97054400e-01,-9.77213975e-01,-2.67689947e-02
24.049440,-5.31207961e-03,1.97266665e-01,-9.77245368e-01,-2.39076522e-02
24.071920,-4.73710367e-03,1.97477278e-01,-9.77268339e-01,-2.10463225e-02
24.094400,-4.16093274e-03,1.97686235e-01,-9.77282887e-01,-1.81850308e-02
24.116880,-3.58357150e-03,1.97893529e-01,-9.77289015e-01,-1.53238018e-02
24.139360,-3.00502462e-03,1.98099155e-01,-9.77286720e-01,-1.24626606e-02
24.161840,-2.42529680e-03,1.98303110e-01,-9.77276005e-01,-9.60163203e-03
24.184320,-1.84439277e-03,1.98505386e-01,-9.77256870e-01,-6.74074112e-03
24.206800,-1.26231726e-03,1.98705980e-01,-9.77229314e-01,-3.88001278e-03
24.229280,-6.79075029e-04,1.98904885e-01,-9.77193339e-01,-1.01947195e-03
24.251760,-9.46708659e-05,1.99102098e-01,-9.77148946e-01,1.84085644e-03
24.274240,4.90890434e-04,1.99297612e-01,-9.77096134e-01,4.70094745e-03
24.296720,1.07760405e-03,1.99491423e-01,-9.77034905e-01,7.56077615e-03
24.319200,1.66546515e-03,1.99683526e-01,-9.76965259e-01,1.04203176e-02
24.341680,2.25446887e-03,1.99873915e-01,-9.76887198e-01,1.32795469e-02
24.364160,2.84461034e-03,2.00062585e-01,-9.76800723e-01,1.61384390e-02
24.386640,3.43588465e-03,2.00249532e-01,-9.76705834e-01,1.89969691e-02
24.409120,4.02828690e-03,2.00434750e-01,-9.76602533e-01,2.18551123e-02
24.431600,4.62181214e-03,2.00618235e-01,-9.76490822e-01,2.47128436e-02
24.454080,5.21645542e-03,2.00799981e-01,-9.76370700e-01,2.75701381e-02
24.476560,5.81221176e-03,2.00979984e-01,-9.76242171e-01,3.04269708e-02
24.499040,6.40907618e-03,2.01158238e-01,-9.76105235e-01,3.32833170e-02
24.521520,7.00704365e-03,2.01334738e-01,-9.75959893e-01,3.61391516e-02
24.544000,7.60610915e-03,2.01509480e-01,-9.75806148e-01,3.89944497e-02
24.566480,8.20626763e-03,2.01682458e-01,-9.75644002e-01,4.18491866e-02
24.588960,8.80751401e-03,2.01853668e-01,-9.75473455e-01,4.47033371e-02
24.611440,9.40984320e-03,2.02023105e-01,-9.75294510e-01,4.75568766e-02
24.633920,1.00132501e-02,2.02190764e-01,-9.75107168e-01,5.04097800e-02
24.656400,1.06177296e-02,2.02356640e-01,-9.74911432e-01,5.32620226e-02
24.678880,1.12232765e-02,2.02520727e-01,-9.74707304e-01,5.61135794e-02
24.701360,1.18298856e-02,2.02683022e-01,-9.74494786e-01,5.89644255e-02
24.723840,1.24375518e-02,2.02843520e-01,-9.74273880e-01,6.18145362e-02
24.746320,1.30462699e-02,2.03002215e-01,-9.74044589e-01,6.46638865e-02
24.768800,1.36560347e-02,2.03159103e-01,-9.73806914e-01,6.75124515e-02
24.791280,1.42668408e-02,2.03314179e-01,-9.73560858e-01,7.03602065e-02
24.813760,1.48786831e-02,2.03467438e-01,-9.73306424e-01,7.32071267e-02
24.836240,1.54915563e-02,2.03618876e-01,-9.73043614e-01,7.60531871e-02
24.858720,1.61054550e-02,2.03768487e-01,-9.72772431e-01,7.88983629e-02
24.881200,1.67203740e-02,2.03916268e-01,-9.72492878e-01,8.17426294e-02
24.903680,1.73363079e-02,2.04062212e-01,-9.72204958e-01,8.45859616e-02
24.926160,1.79532513e-02,2.04206317e-01,-9.71908673e-01,8.74283350e-02
24.948640,1.85711989e-02,2.04348576e-01,-9.71604026e-01,9.02697245e-02
24.971120,1.91901453e-02,2.04488985e-01,-9.71291020e-01,9.31101055e-02
24.993600,1.98100851e-02,2.04627540e-01,-9.70969659e-01,9.59494531e-02
25.016080,2.04310128e-02,2.04764236e-01,-9.70639946e-01,9.87877427e-02
25.038560,2.10529231e-02,2.04899069e-01,-9.70301884e-01,1.01624949e-01
25.061040,2.16758103e-02,2.05032033e-01,-9.69955475e-01,1.04461048e-01
25.083520,2.22996692e-02,2.05163124e-01,-9.69600725e-01,1.07296015e-01
25.106000,2.29244940e-02,2.05292338e-01,-9.69237636e-01,1.10129825e-01
25.128480,2.35502794e-02,2.05419669e-01,-9.68866211e-01,1.12962453e-01
25.150960,2.41770197e-02,2.05545114e-01,-9.68486455e-01,1.15793874e-01
25.173440,2.48047095e-02,2.05668668e-01,-9.68098371e-01,1.18624064e-01
25.195920,2.54333431e-02,2.05790327e-01,-9.67701962e-01,1.21452998e-01
25.218400,2.60629150e-02,2.05910085e-01,-9.67297234e-01,1.24280652e-01
25.240880,2.66934195e-02,2.06027938e-01,-9.66884189e-01,1.27107000e-01
25.263360,2.73248511e-02,2.06143883e-01,-9.66462831e-01,1.29932019e-01
25.285840,2.79572039e-02,2.06257914e-01,-9.66033165e-01,1.32755683e-01
25.308320,2.85904725e-02,2.06370027e-01,-9.65595195e-01,1.35577968e-01
25.330800,2.92246511e-02,2.06480218e-01,-9.65148925e-01,1.38398849e-01
25.353280,2.98597339e-02,2.06588481e-01,-9.64694360e-01,1.41218301e-01
25.375760,3.04957154e-02,2.06694814e-01,-9.64231503e-01,1.44036301e-01
25.398240,3.11325896e-02,2.06799211e-01,-9.63760359e-01,1.46852823e-01
25.420720,3.17703510e-02,2.06901669e-01,-9.63280933e-01,1.49667843e-01
25.443200,3.24089937e-02,2.07002182e-01,-9.62793230e-01,1.52481336e-01
25.465680,3.30485118e-02,2.07100746e-01,-9.62297253e-01,1.55293278e-01
25.488160,3.36888997e-02,2.07197358e-01,-9.61793008e-01,1.58103644e-01
25.510640,3.43301515e-02,2.07292012e-01,-9.61280499e-01,1.60912410e-01
25.533120,3.49722612e-02,2.07384705e-01,-9.60759732e-01,1.63719551e-01
25.555600,3.56152231e-02,2.07475433e-01,-9.60230711e-01,1.66525043e-01
25.578080,3.62590314e-02,2.07564190e-01,-9.59693442e-01,1.69328861e-01
25.600560,3.69036799e-02,2.07650974e-01,-9.59147929e-01,1.72130981e-01
25.623040,3.75491630e-02,2.07735779e-01,-9.58594177e-01,1.74931378e-01
25.645520,3.81954745e-02,2.07818601e-01,-9.58032193e-01,1.77730029e-01
25.668000,3.88426087e-02,2.07899437e-01,-9.57461981e-01,1.80526907e-01
25.690480,3.94905594e-02,2.07978282e-01,-9.56883547e-01,1.83321990e-01
25.712960,4.01393208e-02,2.08055132e-01,-9.56296895e-01,1.86115253e-01
25.735440,4.07888868e-02,2.08129983e-01,-9.55702033e-01,1.88906671e-01
25.757920,4.14392514e-02,2.08202831e-01,-9.55098965e-01,1.91696220e-01
25.780400,4.20904085e-02,2.08273671e-01,-9.54487697e-01,1.94483876e-01
25.802880,4.27423522e-02,2.08342501e-01,-9.53868234e-01,1.97269614e-01
25.825360,4.33950762e-02,2.08409314e-01,-9.53240584e-01,2.00053410e-01
25.847840,4.40485746e-02,2.08474109e-01,-9.52604751e-01,2.02835241e-01
25.870320,4.47028412e-02,2.08536880e-01,-9.51960741e-01,2.05615080e-01
25.892800,4.53578700e-02,2.08597623e-01,-9.51308561e-01,2.08392905e-01
25.915280,4.60136547e-02,2.08656336e-01,-9.50648217e-01,2.11168692e-01
25.937760,4.66701892e-02,2.08713013e-01,-9.49979715e-01,2.13942415e-01
25.960240,4.73274673e-02,2.08767650e-01,-9.49303061e-01,2.16714051e-01
25.982720,4.79854829e-02,2.08820245e-01,-9.48618262e-01,2.19483575e-01
26.005200,4.86442297e-02,2.08870792e-01,-9.47925324e-01,2.22250964e-01
26.027680,4.93037015e-02,2.08919288e-01,-9.47224253e-01,2.25016193e-01
26.050160,4.99638921e-02,2.08965730e-01,-9.46515056e-01,2.27779238e-01
26.072640,5.06247952e-02,2.09010112e-01,-9.45797741e-01,2.30540075e-01
26.095120,5.12864045e-02,2.09052433e-01,-9.45072312e-01,2.33298681e-01
26.117600,5.19487138e-02,2.09092687e-01,-9.44338778e-01,2.36055030e-01
26.140080,5.26117167e-02,2.09130870e-01,-9.43597145e-01,2.38809099e-01
26.162560,5.32754069e-02,2.09166980e-01,-9.42847421e-01,2.41560864e-01
26.185040,5.39397780e-02,2.09201013e-01,-9.42089611e-01,2.44310302e-01
26.207520,5.46048238e-02,2.09232963e-01,-9.41323723e-01,2.47057387e-01
26.230000,5.52705378e-02,2.09262829e-01,-9.40549765e-01,2.49802096e-01
26.252480,5.59369137e-02,2.09290606e-01,-9.39767744e-01,2.52544405e-01
26.274960,5.66039450e-02,2.09316291e-01,-9.38977666e-01,2.55284291e-01
26.297440,5.72716253e-02,2.09339879e-01,-9.38179540e-01,2.58021728e-01
26.319920,5.79399482e-02,2.09361368e-01,-9.37373372e-01,2.60756695e-01
26.342400,5.86089072e-02,2.09380753e-01,-9.36559170e-01,2.63489165e-01
26.364880,5.92784958e-02,2.09398031e-01,-9.35736943e-01,2.66219117e-01
26.387360,5.99487077e-02,2.09413198e-01,-9.34906696e-01,2.68946526e-01
26.409840,6.06195361e-02,2.09426252e-01,-9.34068439e-01,2.71671368e-01
26.432320,6.12909748e-02,2.09437187e-01,-9.33222179e-01,2.74393619e-01
26.454800,6.19630170e-02,2.09446002e-01,-9.32367924e-01,2.77113257e-01
26.477280,6.26356563e-02,2.09452692e-01,-9.31505681e-01,2.79830256e-01
26.499760,6.33088861e-02,2.09457253e-01,-9.30635459e-01,2.82544594e-01
26.522240,6.39826999e-02,2.09459683e-01,-9.29757267e-01,2.85256247e-01
26.544720,6.46570909e-02,2.09459978e-01,-9.28871111e-01,2.87965191e-01
26.567200,6.53320526e-02,2.09458134e-01,-9.27977000e-01,2.90671403e-01
26.589680,6.60075785e-02,2.09454148e-01,-9.27074944e-01,2.93374858e-01
26.612160,6.66836617e-02,2.09448017e-01,-9.26164949e-01,2.96075534e-01
26.634640,6.73602958e-02,2.09439737e-01,-9.25247024e-01,2.98773407e-01
26.657120,6.80374739e-02,2.09429305e-01,-9.24321179e-01,3.01468454e-01
26.679600,6.87151895e-02,2.09416718e-01,-9.23387421e-01,3.04160650e-01
26.702080,6.93934357e-02,2.09401972e-01,-9.22445759e-01,3.06849973e-01
26.724560,7.00722060e-02,2.09385064e-01,-9.21496202e-01,3.09536399e-01
26.747040,7.07514935e-02,2.09365991e-01,-9.20538759e-01,3.12219905e-01
26.769520,7.14312915e-02,2.09344749e-01,-9.19573438e-01,3.14900468e-01
26.792000,7.21115932e-02,2.09321336e-01,-9.18600249e-01,3.17578063e-01
26.814480,7.27923919e-02,2.09295748e-01,-9.17619201e-01,3.20252668e-01
26.836960,7.34736808e-02,2.09267981e-01,-9.16630302e-01,3.22924260e-01
26.859440,7.41554530e-02,2.09238034e-01,-9.15633561e-01,3.25592815e-01
26.881920,7.48377018e-02,2.09205902e-01,-9.14628989e-01,3.28258309e-01
26.904400,7.55204203e-02,2.09171583e-01,-9.13616594e-01,3.30920721e-01
26.926880,7.62036016e-02,2.09135072e-01,-9.12596386e-01,3.33580026e-01
26.949360,7.68872389e-02,2.09096369e-01,-9.11568374e-01,3.36236202e-01
26.971840,7.75713252e-02,2.09055468e-01,-9.10532567e-01,3.38889225e-01
26.994320,7.82558538e-02,2.09012368e-01,-9.09488975e-01,3.41539072e-01
27.016800,7.89408176e-02,2.08967065e-01,-9.08437608e-01,3.44185721e-01
27.039280,7.96262099e-02,2.08919556e-01,-9.07378476e-01,3.46829148e-01
27.061760,8.03120235e-02,2.08869839e-01,-9.06311588e-01,3.49469330e-01
27.084240,8.09982516e-02,2.08817909e-01,-9.05236954e-01,3.52106244e-01
27.106720,8.16848871e-02,2.08763765e-01,-9.04154584e-01,3.54739868e-01
27.129200,8.23719232e-02,2.08707404e-01,-9.03064488e-01,3.57370178e-01
27.151680,8.30593529e-02,2.08648822e-01,-9.01966676e-01,3.59997151e-01
27.174160,8.37471690e-02,2.08588017e-01,-9.00861158e-01,3.62620766e-01
27.196640,8.44353646e-02,2.08524985e-01,-8.99747944e-01,3.65240998e-01
27.219120,8.51239326e-02,2.08459725e-01,-8.98627045e-01,3.67857826e-01
27.241600,8.58128661e-02,2.08392233e-01,-8.97498471e-01,3.70471225e-01
27.264080,8.65021579e-02,2.08322506e-01,-8.96362233e-01,3.73081175e-01
27.286560,8.71918009e-02,2.08250542e-01,-8.95218340e-01,3.75687651e-01
27.309040,8.78817881e-02,2.08176339e-01,-8.94066804e-01,3.78290632e-01
27.331520,8.85721123e-02,2.08099892e-01,-8.92907634e-01,3.80890095e-01
27.354000,8.92627665e-02,2.08021200e-01,-8.91740842e-01,3.83486017e-01
27.376480,8.99537434e-02,2.07940260e-01,-8.90566439e-01,3.86078375e-01
27.398960,9.06450360e-02,2.07857069e-01,-8.89384434e-01,3.88667147e-01
27.421440,9.13366371e-02,2.07771624e-01,-8.88194840e-01,3.91252311e-01
27.443920,9.20285396e-02,2.07683924e-01,-8.86997667e-01,3.93833844e-01
27.466400,9.27207361e-02,2.07593965e-01,-8.85792925e-01,3.96411724e-01
27.488880,9.34132196e-02,2.07501745e-01,-8.84580627e-01,3.98985928e-01
27.511360,9.41059829e-02,2.07407262e-01,-8.83360783e-01,4.01556434e-01
27.533840,9.47990186e-02,2.07310512e-01,-8.82133404e-01,4.04123220e-01
27.556320,9.54923196e-02,2.07211494e-01,-8.80898502e-01,4.06686263e-01
27.578800,9.61858786e-02,2.07110204e-01,-8.79656088e-01,4.09245541e-01
27.601280,9.68796883e-02,2.07006641e-01,-8.78406173e-01,4.11801032e-01
27.623760,9.75737415e-02,2.06900802e-01,-8.77148769e-01,4.14352714e-01
27.646240,9.82680309e-02,2.06792685e-01,-8.75883888e-01,4.16900564e-01
27.668720,9.89625492e-02,2.06682287e-01,-8.74611540e-01,4.19444561e-01
27.691200,9.96572891e-02,2.06569606e-01,-8.73331739e-01,4.21984682e-01
27.713680,1.00352243e-01,2.06454639e-01,-8.72044495e-01,4.24520906e-01
27.736160,1.01047404e-01,2.06337385e-01,-8.70749820e-01,4.27053210e-01
27.758640,1.01742765e-01,2.06217841e-01,-8.69447726e-01,4.29581572e-01
27.781120,1.02438318e-01,2.06096005e-01,-8.68138226e-01,4.32105971e-01
27.803600,1.03134055e-01,2.05971874e-01,-8.66821330e-01,4.34626384e-01
27.826080,1.03829970e-01,2.05845446e-01,-8.65497052e-01,4.37142790e-01
27.848560,1.04526055e-01,2.05716720e-01,-8.64165403e-01,4.39655167e-01
27.871040,1.05222303e-01,2.05585692e-01,-8.62826396e-01,4.42163494e-01
27.893520,1.05918706e-01,2.05452361e-01,-8.61480042e-01,4.44667747e-01
27.916000,1.06615257e-01,2.05316725e-01,-8.60126355e-01,4.47167906e-01
27.938480,1.07311948e-01,2.05178782e-01,-8.58765345e-01,4.49663950e-01
27.960960,1.08008772e-01,2.05038529e-01,-8.57397027e-01,4.52155855e-01
27.983440,1.08705721e-01,2.04895965e-01,-8.56021413e-01,4.54643602e-01
28.005920,1.09402788e-01,2.04751087e-01,-8.54638514e-01,4.57127168e-01
28.028400,1.10099966e-01,2.04603893e-01,-8.53248344e-01,4.59606531e-01
28.050880,1.10797247e-01,2.04454382e-01,-8.51850916e-01,4.62081671e-01
28.073360,1.11494623e-01,2.04302552e-01,-8.50446242e-01,4.64552566e-01
28.095840,1.12192087e-01,2.04148400e-01,-8.49034335e-01,4.67019194e-01
28.118320,1.12889631e-01,2.03991925e-01,-8.47615208e-01,4.69481534e-01
28.140800,1.13587249e-01,2.03833125e-01,-8.46188874e-01,4.71939565e-01
28.163280,1.14284931e-01,2.03671997e-01,-8.44755346e-01,4.74393265e-01
28.185760,1.14982671e-01,2.03508541e-01,-8.43314637e-01,4.76842614e-01
28.208240,1.15680462e-01,2.03342754e-01,-8.41866760e-01,4.79287589e-01
28.230720,1.16378294e-01,2.03174635e-01,-8.40411729e-01,4.81728171e-01
28.253200,1.17076162e-01,2.03004182e-01,-8.38949557e-01,4.84164338e-01
28.275680,1.17774057e-01,2.02831392e-01,-8.37480257e-01,4.86596068e-01
28.298160,1.18471972e-01,2.02656265e-01,-8.36003842e-01,4.89023341e-01
28.320640,1.19169899e-01,2.02478799e-01,-8.34520327e-01,4.91446135e-01
28.343120,1.19867830e-01,2.02298992e-01,-8.33029724e-01,4.93864431e-01
28.365600,1.20565759e-01,2.02116842e-01,-8.31532047e-01,4.96278206e-01
28.388080,1.21263676e-01,2.01932348e-01,-8.30027311e-01,4.98687440e-01
28.410560,1.21961575e-01,2.01745508e-01,-8.28515527e-01,5.01092112e-01
28.433040,1.22659447e-01,2.01556321e-01,-8.26996712e-01,5.03492202e-01
28.455520,1.23357286e-01,2.01364785e-01,-8.25470877e-01,5.05887688e-01
28.478000,1.24055083e-01,2.01170899e-01,-8.23938038e-01,5.08278551e-01
28.500480,1.24752831e-01,2.00974660e-01,-8.22398207e-01,5.10664768e-01
28.522960,1.25450521e-01,2.00776069e-01,-8.20851400e-01,5.13046320e-01
28.545440,1.26148147e-01,2.00575122e-01,-8.19297631e-01,5.15423187e-01
28.567920,1.26845701e-01,2.00371820e-01,-8.17736912e-01,5.17795347e-01
28.590400,1.27543174e-01,2.00166160e-01,-8.16169260e-01,5.20162780e-01
28.612880,1.28240559e-01,1.99958140e-01,-8.14594687e-01,5.22525466e-01
28.635360,1.28937849e-01,1.99747761e-01,-8.13013208e-01,5.24883384e-01
28.657840,1.29635035e-01,1.99535020e-01,-8.11424839e-01,5.27236514e-01
28.680320,1.30332109e-01,1.99319916e-01,-8.09829592e-01,5.29584835e-01
28.702800,1.31029065e-01,1.99102449e-01,-8.08227483e-01,5.31928328e-01
28.725280,1.31725894e-01,1.98882615e-01,-8.06618527e-01,5.34266972e-01
28.747760,1.32422588e-01,1.98660416e-01,-8.05002737e-01,5.36600747e-01
28.770240,1.33119139e-01,1.98435848e-01,-8.03380129e-01,5.38929633e-01
28.792720,1.33815540e-01,1.98208912e-01,-8.01750717e-01,5.41253610e-01
28.815200,1.34511783e-01,1.97979606e-01,-8.00114517e-01,5.43572657e-01
28.837680,1.35207860e-01,1.97747929e-01,-7.98471542e-01,5.45886755e-01
28.860160,1.35903763e-01,1.97513879e-01,-7.96821809e-01,5.48195884e-01
28.882640,1.36599484e-01,1.97277456e-01,-7.95165332e-01,5.50500024e-01
28.905120,1.37295016e-01,1.97038659e-01,-7.93502125e-01,5.52799155e-01
28.927600,1.37990350e-01,1.96797487e-01,-7.91832205e-01,5.55093257e-01
28.950080,1.38685479e-01,1.96553938e-01,-7.90155587e-01,5.57382311e-01
28.972560,1.39380394e-01,1.96308013e-01,-7.88472285e-01,5.59666296e-01
28.995040,1.40075089e-01,1.96059709e-01,-7.86782314e-01,5.61945194e-01
29.017520,1.40769554e-01,1.95809026e-01,-7.85085692e-01,5.64218984e-01
29.040000,1.41463783e-01,1.95555963e-01,-7.83382431e-01,5.66487646e-01
29.062480,1.42157766e-01,1.95300520e-01,-7.81672549e-01,5.68751163e-01
29.084960,1.42851497e-01,1.95042695e-01,-7.79956061e-01,5.71009513e-01
29.107440,1.43544967e-01,1.94782488e-01,-7.78232982e-01,5.73262677e-01
29.129920,1.44238168e-01,1.94519898e-01,-7.76503328e-01,5.75510637e-01
29.152400,1.44931093e-01,1.94254924e-01,-7.74767114e-01,5.77753373e-01
29.174880,1.45623733e-01,1.93987565e-01,-7.73024357e-01,5.79990865e-01
29.197360,1.46316081e-01,1.93717821e-01,-7.71275072e-01,5.82223094e-01
29.219840,1.47008128e-01,1.93445692e-01,-7.69519275e-01,5.84450041e-01
29.242320,1.47699866e-01,1.93171175e-01,-7.67756981e-01,5.86671687e-01
29.264800,1.48391288e-01,1.92894272e-01,-7.65988208e-01,5.88888013e-01
29.287280,1.49082386e-01,1.92614981e-01,-7.64212971e-01,5.91099000e-01
29.309760,1.49773151e-01,1.92333302e-01,-7.62431286e-01,5.93304628e-01
