freq_THz,Re_S11,Im_S11,Re_S21,Im_S21
16.451200,-1.12826966e-01,6.94427867e-02,-5.24860907e-01,-8.39041241e-01
16.473680,-1.12781354e-01,6.98704604e-02,-5.27290295e-01,-8.37485239e-01
16.496160,-1.12734243e-01,7.02985077e-02,-5.29715056e-01,-8.35922097e-01
16.518640,-1.12685631e-01,7.07269235e-02,-5.32135167e-01,-8.34351828e-01
16.541120,-1.12635514e-01,7.11557024e-02,-5.34550608e-01,-8.32774449e-01
16.563600,-1.12583889e-01,7.15848393e-02,-5.36961359e-01,-8.31189973e-01
16.586080,-1.12530754e-01,7.20143289e-02,-5.39367397e-01,-8.29598415e-01
16.608560,-1.12476105e-01,7.24441659e-02,-5.41768704e-01,-8.27999789e-01
16.631040,-1.12419941e-01,7.28743450e-02,-5.44165256e-01,-8.26394111e-01
16.653520,-1.12362257e-01,7.33048608e-02,-5.46557035e-01,-8.24781396e-01
16.676000,-1.12303052e-01,7.37357080e-02,-5.48944019e-01,-8.23161658e-01
16.698480,-1.12242322e-01,7.41668814e-02,-5.51326187e-01,-8.21534911e-01
16.720960,-1.12180065e-01,7.45983755e-02,-5.53703519e-01,-8.19901173e-01
16.743440,-1.12116278e-01,7.50301849e-02,-5.56075995e-01,-8.18260456e-01
16.765920,-1.12050958e-01,7.54623043e-02,-5.58443593e-01,-8.16612777e-01
16.788400,-1.11984103e-01,7.58947283e-02,-5.60806294e-01,-8.14958150e-01
16.810880,-1.11915710e-01,7.63274515e-02,-5.63164077e-01,-8.13296591e-01
16.833360,-1.11845776e-01,7.67604683e-02,-5.65516921e-01,-8.11628115e-01
16.855840,-1.11774298e-01,7.71937734e-02,-5.67864807e-01,-8.09952738e-01
16.878320,-1.11701274e-01,7.76273613e-02,-5.70207714e-01,-8.08270474e-01
16.900800,-1.11626702e-01,7.80612266e-02,-5.72545621e-01,-8.06581340e-01
16.923280,-1.11550579e-01,7.84953637e-02,-5.74878510e-01,-8.04885350e-01
16.945760,-1.11472902e-01,7.89297671e-02,-5.77206358e-01,-8.03182521e-01
16.968240,-1.11393668e-01,7.93644314e-02,-5.79529148e-01,-8.01472867e-01
16.990720,-1.11312876e-01,7.97993510e-02,-5.81846858e-01,-7.99756405e-01
17.013200,-1.11230523e-01,8.02345203e-02,-5.84159468e-01,-7.98033150e-01
17.035680,-1.11146606e-01,8.06699339e-02,-5.86466960e-01,-7.96303118e-01
17.058160,-1.11061123e-01,8.11055860e-02,-5.88769312e-01,-7.94566325e-01
