lam_um,f_THz,side,n1,n2,kz_rad_per_um,Re_S_TE,Im_S_TE,Re_S_TM,Im_S_TM,power
29.9792458,10,trans,0,0,0.2095845022,-4.504622663e-14,-4.783787707e-15,0.5994585391,0.4268613861,0.541561183
29.9792458,10,refl,0,0,0.2095845022,-4.022523784e-14,-3.616634799e-16,-0.4015236627,0.4437072153,0.3580973446
27.25385982,11,trans,0,0,0.2305429524,-1.426695325e-15,5.43328473e-15,0.4614746428,0.4231450694,0.3920105957
27.25385982,11,refl,0,0,0.2305429524,-1.272887832e-15,-7.991345524e-16,-0.5411377452,0.443635885,0.4896428578
24.98270483,12,trans,0,0,0.2515014026,4.269904251e-15,5.369441275e-15,0.2929520558,0.3735980663,0.2253964222
24.98270483,12,refl,0,0,0.2515014026,1.31863283e-15,6.570275385e-15,-0.6991822488,0.3884960046,0.6397849627
23.06095831,13,trans,0,0,0.2724598529,-4.404929475e-16,-2.202408652e-16,0.2850237847,0.4008574818,0.2419252786
23.06095831,13,refl,0,0,0.2724598529,6.881025788e-17,-2.569469385e-16,-0.7122886725,0.4089948803,0.6746319651
21.413747,14,trans,0,0,0.2934183031,-8.299694476e-18,1.060279117e-15,0.1016090901,0.03108429152,0.01129064038
21.413747,14,refl,0,0,0.2934183031,7.079067575e-16,-1.091930311e-15,-0.893861782,0.04016399443,0.8006020317
19.98616387,15,trans,0,0,0.3143767533,-2.580188868e-15,1.082582437e-15,0.8645929646,-0.1594165185,0.7729346208
19.98616387,15,refl,0,0,0.3143767533,-4.707124495e-15,3.63115871e-15,-0.1385208968,-0.1382622091,0.0383044773
18.73702863,16,trans,0,0,0.3353352035,-7.231358585e-15,-2.985493957e-16,0.8273935559,0.291297447,0.769434299
18.73702863,16,refl,0,0,0.3353352035,-6.5844261e-15,-8.416911106e-16,-0.1704901184,0.3113715375,0.1260191149
17.63485047,17,trans,0,0,0.3562936537,-8.344876009e-16,-1.475739464e-16,0.6206595003,0.4288811912,0.5691572915
17.63485047,17,refl,0,0,0.3562936537,-4.642157548e-16,7.485975372e-16,-0.3780283823,0.4465223903,0.3422877029
16.65513656,18,trans,0,0,0.377252104,-3.162075989e-15,4.423108747e-16,0.3091595944,0.3920787904,0.2493054327
16.65513656,18,refl,0,0,0.377252104,-1.956002444e-15,-3.664825235e-17,-0.6846780631,0.4044953156,0.6324005105
15.77855042,19,trans,0,0,0.3982105542,1.368803403e-15,-2.77898356e-16,0.1657692363,0.1201549384,0.04191664892
15.77855042,19,trans,-1,0,0.06602330411,2.488698339e-15,-3.253752641e-17,-0.002349381625,0.004078165336,2.215102653e-05
15.77855042,19,trans,0,-1,0.06602330411,-0.1831462481,0.03577671955,-3.288313183e-11,-3.786262405e-12,0.03482252187
15.77855042,19,trans,0,1,0.06602330411,-0.1831462481,0.03577671955,3.288202255e-11,3.790416372e-12,0.03482252187
15.77855042,19,trans,1,0,0.06602330411,3.130279013e-15,-1.864880393e-16,-0.002349381675,0.004078165329,2.215102671e-05
15.77855042,19,refl,0,0,0.3982105542,5.806236057e-16,-6.822558404e-16,-0.8279722177,0.1419328176,0.705682918
15.77855042,19,refl,-1,0,0.06602330411,2.001768796e-15,3.52946645e-16,0.002060997532,-0.003700244989,1.79395238e-05
15.77855042,19,refl,0,-1,0.06602330411,-0.1829130264,0.03198864394,3.505175549e-11,3.818211746e-13,0.03448044857
15.77855042,19,refl,0,1,0.06602330411,-0.1829130264,0.03198864394,-3.505906873e-11,-3.829428343e-13,0.03448044857
15.77855042,19,refl,1,0,0.06602330411,2.10929306e-15,5.121723996e-16,0.002060997595,-0.003700244981,1.7939524e-05
14.9896229,20,trans,0,0,0.4191690044,-2.761494885e-15,1.240683343e-15,0.2138201541,-0.07626404174,0.05153526237
14.9896229,20,trans,-1,0,0.1465949708,-5.115601496e-15,4.378992203e-17,-0.02825141916,-0.07478670209,0.006391193494
14.9896229,20,trans,0,-1,0.1465949708,-0.2124407021,-0.0101326233,-4.433483969e-11,-1.233731053e-11,0.04523372195
14.9896229,20,trans,0,1,0.1465949708,-0.2124407021,-0.0101326233,4.433199482e-11,1.234374708e-11,0.04523372195
14.9896229,20,trans,1,0,0.1465949708,-5.195817232e-15,8.334988483e-15,-0.02825141922,-0.07478670213,0.006391193504
14.9896229,20,refl,0,0,0.4191690044,-3.34597517e-15,1.756350625e-15,-0.7762076422,-0.05342196953,0.6053522106
14.9896229,20,refl,-1,0,0.1465949708,-3.689463491e-15,-2.724894596e-15,0.01213377898,0.07536368118,0.005826913033
14.9896229,20,refl,0,-1,0.1465949708,-0.2136620376,-0.01008653241,5.515238192e-11,1.222683467e-11,0.04575320444
14.9896229,20,refl,0,1,0.1465949708,-0.2136620376,-0.01008653241,-5.515328238e-11,-1.222814743e-11,0.04575320444
14.9896229,20,refl,1,0,0.1465949708,-7.444978729e-15,4.135734388e-15,0.01213377907,0.07536368119,0.005826913037
14.27583133,21,trans,0,0,0.4401274546,2.82147053e-15,2.420358152e-15,0.3226313042,-0.2006331243,0.144344609
14.27583133,21,trans,-1,0,0.1987450818,-6.939659932e-16,1.565043888e-15,0.07393190462,-0.1354953952,0.02382492865
14.27583133,21,trans,0,-1,0.1987450818,-0.2033461666,0.001540423675,-7.440097153e-11,-2.572323627e-11,0.04135203636
14.27583133,21,trans,0,1,0.1987450818,-0.2033461666,0.001540423675,7.440313235e-11,2.572685512e-11,0.04135203636
14.27583133,21,trans,1,0,0.1987450818,1.64018861e-15,1.190353941e-15,0.0739319045,-0.1354953953,0.02382492866
14.27583133,21,refl,0,0,0.4401274546,3.457994356e-15,1.628664692e-15,-0.6717076623,-0.1790549995,0.4832518764
14.27583133,21,refl,-1,0,0.1987450818,-3.121332236e-16,4.150752529e-15,-0.06796860622,0.1353161062,0.02293018002
14.27583133,21,refl,0,-1,0.1987450818,-0.1981771792,0.002276640569,7.947190226e-11,3.005287391e-11,0.03927937746
14.27583133,21,refl,0,1,0.1987450818,-0.1981771792,0.002276640569,-7.947730519e-11,-3.004739901e-11,0.03927937746
14.27583133,21,refl,1,0,0.1987450818,-5.033390779e-16,1.550217275e-15,-0.0679686061,0.1353161063,0.02293018003
13.62692991,22,trans,0,0,0.4610859048,4.237513525e-16,-1.604128799e-15,0.4486000776,-0.1831864739,0.2347993139
13.62692991,22,trans,-1,0,0.241635351,-6.461819249e-17,1.901026371e-15,0.154039891,-0.05126945043,0.02635684458
13.62692991,22,trans,0,-1,0.241635351,-0.2493710204,-0.02119896143,-7.548988293e-11,-6.049878214e-11,0.06263530179
13.62692991,22,trans,0,1,0.241635351,-0.2493710204,-0.02119896143,7.548917545e-11,6.050003572e-11,0.06263530179
13.62692991,22,trans,1,0,0.241635351,4.081160225e-16,-4.443279208e-16,0.154039891,-0.05126945067,0.02635684459
13.62692991,22,refl,0,0,0.4610859048,8.395081629e-16,-3.977292265e-16,-0.5450949875,-0.1611196725,0.3230880943
13.62692991,22,refl,-1,0,0.241635351,-2.48975574e-15,-6.782966039e-16,-0.1491574099,0.05297824641,0.02505462752
13.62692991,22,refl,0,-1,0.241635351,-0.2449571801,-0.01962579478,8.037563311e-11,6.511860066e-11,0.06038919191
13.62692991,22,refl,0,1,0.241635351,-0.2449571801,-0.01962579478,-8.03743244e-11,-6.511820387e-11,0.06038919191
13.62692991,22,refl,1,0,0.241635351,-5.279522528e-16,-8.573656719e-16,-0.1491574098,0.05297824665,0.02505462752
13.0344547,23,trans,0,0,0.482044355,6.610816326e-16,1.116602161e-15,0.4834815084,-0.1434353029,0.2543280551
